image_name,optimal_clusters
000000254241,3
000000254240,25
000000254277,3
000000254242,23
000000254250,8
000000254244,3
000000254266,20
000000254267,22
000000254292,4
000000254281,6
000000254283,3
000000254291,3
000000254301,3
000000254296,3
000000254290,4
000000254304,24
000000254327,3
000000254325,3
000000254347,3
000000254362,3
000000254332,15
000000254356,15
000000254360,3
000000254357,25
000000254366,4
000000254376,20
000000254392,3
000000254387,3
000000254379,10
000000254400,4
000000254396,3
000000254397,3
000000254407,5
000000254410,15
000000254411,3
000000254414,3
000000254415,3
000000254431,24
000000254418,3
000000254420,8
000000254449,23
000000254432,3
000000254460,10
000000254454,3
000000254476,3
000000254481,3
000000254479,3
000000254491,5
000000254493,7
000000254520,3
000000254512,6
000000254510,21
000000254536,3
000000254529,3
000000254522,20
000000254535,3
000000254556,13
000000254540,8
000000254549,26
000000254555,3
000000254562,3
000000254567,3
000000254589,3
000000254571,3
000000254577,3
000000254568,4
000000254599,8
000000254585,6
000000254600,25
000000254615,15
000000254625,26
000000254609,3
000000254604,9
000000254637,4
000000254638,3
000000254629,3
000000254632,3
000000254644,4
000000254656,6
000000254645,3
000000254653,3
000000254658,3
000000254660,3
000000254701,25
000000254666,9
000000254670,3
000000254692,10
000000254682,3
000000254678,3
000000254703,6
000000254712,3
000000254714,3
000000254706,3
000000254710,26
000000254711,3
000000254726,7
000000254774,4
000000254729,5
000000254732,3
000000254743,4
000000254745,3
000000254750,3
000000254753,3
000000254786,4
000000254775,26
000000254779,3
000000254787,11
000000254778,11
000000254789,3
000000254807,22
000000254797,3
000000254795,22
000000254800,26
000000254806,26
000000254801,3
000000254822,3
000000254808,3
000000254816,24
000000254821,11
000000254818,24
000000254824,3
000000254828,25
000000254834,3
000000254838,3
000000254841,3
000000254845,15
000000254853,5
000000254850,4
000000254856,3
000000254864,25
000000254861,3
000000254882,3
000000254869,3
000000254911,3
000000254884,9
000000254892,7
000000254879,26
000000254902,11
000000254917,13
000000254925,5
000000254919,3
000000254926,25
000000254927,3
000000254929,3
000000254930,26
000000254931,19
000000254948,8
000000254965,3
000000254938,13
000000254968,4
000000254983,12
000000254981,25
000000254976,3
000000254986,3
000000254984,3
000000254989,3
000000254990,7
000000254994,3
000000255004,26
000000255003,3
000000255010,3
000000255006,4
000000254997,3
000000255013,3
000000255017,3
000000255016,17
000000255036,3
000000255018,10
000000255026,3
000000255044,3
000000255045,18
000000255056,3
000000255051,4
000000255071,6
000000255067,6
000000255069,3
000000255088,3
000000255076,5
000000255089,17
000000255093,4
000000255096,3
000000255112,3
000000255134,6
000000255115,3
000000255123,3
000000255135,3
000000255124,3
000000255137,3
000000255139,3
000000255164,25
000000255155,21
000000255149,4
000000255158,3
000000255179,26
000000255176,22
000000255182,3
000000255181,3
000000255194,5
000000255209,13
000000255186,3
000000255197,26
000000255203,12
000000255213,8
000000255210,3
000000255232,8
000000255214,7
000000255224,16
000000255216,3
000000255226,20
000000255244,3
000000255233,13
000000255239,5
000000255258,3
000000255248,26
000000255271,8
000000255272,25
000000255279,25
000000255306,4
000000255274,3
000000255295,23
000000255315,4
000000255322,11
000000255329,3
000000255317,20
000000255326,17
000000255335,3
000000255330,4
000000255337,18
000000255338,5
000000255339,4
000000255368,3
000000255358,25
000000255365,6
000000255362,26
000000255374,5
000000255375,3
000000255385,11
000000255418,6
000000255392,4
000000255399,10
000000255419,3
000000255402,25
000000255420,3
000000255440,15
000000255422,3
000000255425,9
000000255443,6
000000255448,3
000000255459,3
000000255453,3
000000255462,3
000000255471,22
000000255470,3
000000255479,17
000000255486,3
000000255482,14
000000255480,4
000000255494,3
000000255489,4
000000255519,7
000000255500,3
000000255495,3
000000255522,3
000000255525,3
000000255524,3
000000255529,25
000000255546,24
000000255532,3
000000255554,8
000000255550,3
000000255568,4
000000255573,3
000000255558,4
000000255575,3
000000255582,12
000000255576,3
000000255577,24
000000255592,25
000000255604,23
000000255578,22
000000255598,5
000000255622,4
000000255610,4
000000255614,12
000000255627,3
000000255641,9
000000255623,11
000000255631,3
000000255630,5
000000255633,3
000000255634,22
000000255649,6
000000255654,3
000000255665,3
000000255662,4
000000255674,3
000000255669,4
000000255660,3
000000255682,6
000000255683,3
000000255684,7
000000255691,3
000000255713,6
000000255706,3
000000255714,3
000000255708,5
000000255728,4
000000255741,23
000000255791,6
000000255746,24
000000255786,3
000000255770,3
000000255769,26
000000255784,25
000000255795,3
000000255804,7
000000255797,11
000000255800,4
000000255808,4
000000255842,4
000000255827,6
000000255849,16
000000255857,11
000000255877,3
000000255859,3
000000255863,24
000000255889,5
000000255866,3
000000255886,3
000000255898,26
000000255904,4
000000255937,4
000000255928,13
000000255910,24
000000255925,3
000000255930,5
000000255934,3
000000255941,4
000000255950,3
000000255954,3
000000255969,11
000000255966,3
000000255971,3
000000255974,4
000000255975,22
000000255978,5
000000255983,3
000000255988,14
000000255999,3
000000255990,3
000000256003,3
000000255992,3
000000255998,3
000000256022,3
000000256013,3
000000256028,4
000000256035,9
000000256029,6
000000256031,11
000000256037,6
000000256040,3
000000256055,6
000000256057,3
000000256081,3
000000256061,3
000000256067,5
000000256075,19
000000256087,3
000000256095,3
000000256082,4
000000256091,3
000000256094,3
000000256097,3
000000256096,3
000000256098,5
000000256105,15
000000256141,3
000000256101,7
000000256107,5
000000256145,8
000000256151,3
000000256154,10
000000256155,3
000000256156,4
000000256159,3
000000256160,26
000000256177,8
000000256180,4
000000256184,6
000000256189,8
000000256214,25
000000256199,24
000000256197,26
000000256190,3
000000256196,3
000000256230,3
000000256215,4
000000256220,21
000000256229,25
000000256221,4
000000256222,7
000000256231,7
000000256223,26
000000256236,3
000000256250,3
000000256260,3
000000256251,3
000000256286,3
000000256270,3
000000256276,4
000000256278,26
000000256284,3
000000256285,4
000000256290,3
000000256301,24
000000256308,26
000000256309,5
000000256311,10
000000256316,4
000000256334,4
000000256322,3
000000256341,5
000000256337,24
000000256343,8
000000256359,7
000000256364,9
000000256353,4
000000256366,21
000000256365,4
000000256380,4
000000256367,14
000000256386,12
000000256385,3
000000256384,20
000000256403,3
000000256400,20
000000256419,3
000000256447,3
000000256431,3
000000256444,4
000000256451,16
000000256454,23
000000256470,3
000000256465,6
000000256455,3
000000256475,3
000000256474,10
000000256504,6
000000256481,3
000000256513,3
000000256529,9
000000256505,3
000000256533,22
000000256535,3
000000256539,3
000000256540,4
000000256544,3
000000256547,21
000000256550,3
000000256564,3
000000256549,3
000000256552,3
000000256546,26
000000256560,22
000000256565,3
000000256576,3
000000256575,26
000000256569,3
000000256566,7
000000256577,3
000000256590,3
000000256593,3
000000256589,3
000000256603,22
000000256605,3
000000256606,24
000000256607,3
000000256608,7
000000256601,25
000000256611,3
000000256613,4
000000256651,3
000000256628,3
000000256637,16
000000256630,16
000000256643,4
000000256617,26
000000256648,3
000000256655,3
000000256657,3
000000256668,11
000000256659,3
000000256672,3
000000256664,26
000000256662,4
000000256660,3
000000256683,25
000000256690,3
000000256702,3
000000256706,7
000000256722,9
000000256707,3
000000256713,17
000000256721,11
000000256720,8
000000256731,24
000000256748,3
000000256760,4
000000256743,6
000000256734,24
000000256741,3
000000256742,5
000000256755,15
000000256769,25
000000256771,4
000000256778,3
000000256766,4
000000256781,3
000000256787,24
000000256794,3
000000256785,22
000000256809,3
000000256799,3
000000256808,3
000000256800,4
000000256806,3
000000256815,22
000000256819,3
000000256814,25
000000256824,3
000000256835,23
000000256833,23
000000256841,4
000000256838,6
000000256844,6
000000256852,3
000000256855,9
000000256851,11
000000256859,3
000000256896,3
000000256869,3
000000256875,3
000000256860,24
000000256877,25
000000256884,3
000000256879,24
000000256897,5
000000256899,24
000000256915,14
000000256903,23
000000256908,4
000000256906,24
000000256921,16
000000256936,4
000000256930,24
000000256946,3
000000256938,4
000000256940,4
000000256945,3
000000256956,4
000000256953,7
000000256950,3
000000256965,3
000000256951,20
000000256967,3
000000256968,3
000000256973,6
000000256980,3
000000256981,3
000000256983,4
000000257013,3
000000257020,3
000000257021,23
000000257034,6
000000257029,3
000000257036,10
000000257046,3
000000257044,6
000000257053,3
000000257058,24
000000257060,19
000000257065,19
000000257063,5
000000257071,9
000000257066,16
000000257073,4
000000257076,4
000000257102,3
000000257090,3
000000257099,5
000000257105,3
000000257117,17
000000257118,5
000000257109,3
000000257134,3
000000257136,4
000000257149,6
000000257137,3
000000257162,26
000000257163,4
000000257164,11
000000257165,3
000000257167,3
000000257190,23
000000257178,26
000000257176,4
000000257187,18
000000257196,3
000000257211,3
000000257198,3
000000257204,3
000000257214,3
000000257215,23
000000257219,3
000000257231,3
000000257236,3
000000257255,3
000000257232,20
000000257243,3
000000257270,3
000000257275,3
000000257297,25
000000257263,3
000000257302,3
000000257301,5
000000257323,3
000000257327,3
000000257311,8
000000257308,3
000000257328,16
000000257350,3
000000257339,4
000000257336,3
000000257341,3
000000257345,6
000000257351,3
000000257353,3
000000257359,3
000000257388,21
000000257379,3
000000257382,3
000000257387,4
000000257391,3
000000257392,15
000000257407,3
000000257414,4
000000257416,3
000000257421,3
000000257426,15
000000257448,16
000000257434,3
000000257443,26
000000257451,5
000000257450,6
000000257458,12
000000257461,3
000000257470,4
000000257490,25
000000257471,4
000000257489,4
000000257497,24
000000257517,23
000000257502,22
000000257513,21
000000257528,3
000000257498,8
000000257529,4
000000257537,3
000000257544,6
000000257557,25
000000257568,20
000000257558,3
000000257586,22
000000257575,12
000000257576,6
000000257588,6
000000257620,21
000000257617,25
000000257628,22
000000257615,6
000000257625,3
000000257629,5
000000257632,8
000000257656,3
000000257657,3
000000257668,7
000000257663,16
000000257666,3
000000257669,24
000000257660,3
000000257670,26
000000257683,3
000000257673,3
000000257685,11
000000257711,4
000000257674,5
000000257712,4
000000257690,3
000000257706,25
000000257713,9
000000257729,24
000000257751,6
000000257732,3
000000257723,24
000000257752,8
000000257767,8
000000257773,3
000000257782,19
000000257783,24
000000257774,3
000000257786,3
000000257788,3
000000257804,3
000000257791,3
000000257796,4
000000257817,6
000000257813,9
000000257815,18
000000257807,3
000000257830,3
000000257821,3
000000257835,15
000000257833,4
000000257847,3
000000257838,3
000000257858,25
000000257870,4
000000257853,3
000000257867,24
000000257874,16
000000257864,3
000000257860,3
000000257875,3
000000257887,3
000000257908,3
000000257894,11
000000257897,26
000000257893,3
000000257909,3
000000257910,25
000000257923,6
000000257928,15
000000257920,3
000000257934,25
000000257941,3
000000257945,3
000000257940,3
000000257943,26
000000257951,5
000000257946,26
000000257955,25
000000257959,14
000000257965,4
000000257958,9
000000257971,3
000000257972,3
000000257988,4
000000257983,3
000000257976,21
000000257992,3
000000257993,26
000000258000,11
000000257996,8
000000258019,5
000000258021,14
000000258006,3
000000258017,19
000000258020,7
000000258027,4
000000258023,3
000000258026,4
000000258036,3
000000258043,12
000000258035,3
000000258040,23
000000258061,5
000000258071,3
000000258077,3
000000258073,4
000000258078,3
000000258088,24
000000258085,15
000000258093,4
000000258094,19
000000258089,24
000000258095,3
000000258099,20
000000258101,5
000000258108,3
000000258110,4
000000258112,4
000000258113,24
000000258119,25
000000258129,3
000000258135,3
000000258132,4
000000258134,26
000000258141,3
000000258136,3
000000258155,21
000000258158,24
000000258159,16
000000258160,3
000000258165,21
000000258176,3
000000258174,5
000000258182,4
000000258191,3
000000258226,3
000000258196,4
000000258205,5
000000258209,3
000000258222,3
000000258237,5
000000258240,24
000000258243,6
000000258249,3
000000258248,3
000000258265,7
000000258264,23
000000258266,9
000000258272,3
000000258270,23
000000258283,3
000000258282,3
000000258285,6
000000258288,3
000000258289,21
000000258291,15
000000258304,5
000000258290,26
000000258322,4
000000258305,3
000000258311,5
000000258315,3
000000258331,5
000000258336,24
000000258327,26
000000258337,3
000000258330,3
000000258346,3
000000258344,3
000000258350,15
000000258352,4
000000258362,4
000000258356,4
000000258364,4
000000258370,4
000000258381,3
000000258382,4
000000258391,3
000000258395,26
000000258396,3
000000258397,3
000000258400,11
000000258402,3
000000258414,3
000000258399,4
000000258411,3
000000258439,26
000000258450,3
000000258433,3
000000258440,3
000000258472,17
000000258460,3
000000258442,3
000000258478,7
000000258476,3
000000258488,3
000000258495,7
000000258499,6
000000258501,3
000000258505,24
000000258517,6
000000258509,3
000000258516,6
000000258518,3
000000258523,3
000000258520,3
000000258544,3
000000258529,3
000000258528,3
000000258538,3
000000258552,3
000000258581,3
000000258554,3
000000258566,3
000000258588,14
000000258555,7
000000258571,3
000000258559,3
000000258611,4
000000258597,18
000000258659,3
000000258628,5
000000258649,21
000000258644,22
000000258642,4
000000258635,3
000000258661,8
000000258671,4
000000258676,24
000000258680,3
000000258679,3
000000258690,3
000000258674,26
000000258688,23
000000258702,4
000000258705,3
000000258725,16
000000258714,3
000000258710,22
000000258727,4
000000258734,3
000000258732,7
000000258735,4
000000258761,3
000000258753,3
000000258738,9
000000258762,3
000000258765,5
000000258768,3
000000258769,21
000000258773,23
000000258772,5
000000258770,9
000000258774,5
000000258792,4
000000258788,3
000000258789,3
000000258823,3
000000258794,4
000000258819,22
000000258815,16
000000258832,4
000000258837,4
000000258834,3
000000258843,3
000000258853,25
000000258850,9
000000258856,3
000000258859,3
000000258854,4
000000258865,7
000000258860,19
000000258869,8
000000258878,3
000000258882,23
000000258894,3
000000258890,3
000000258893,5
000000258909,4
000000258888,4
000000258905,23
000000258920,25
000000258915,3
000000258954,4
000000258925,4
000000258927,5
000000258931,11
000000258950,4
000000258934,25
000000258975,3
000000258956,3
000000259000,4
000000258996,18
000000258998,24
000000258985,6
000000259005,3
000000259022,4
000000259014,4
000000259030,3
000000259028,3
000000259027,26
000000259040,3
000000259029,3
000000259037,3
000000259041,3
000000259044,9
000000259049,17
000000259056,4
000000259085,3
000000259060,5
000000259087,26
000000259067,5
000000259088,5
000000259093,3
000000259112,3
000000259099,24
000000259103,3
000000259104,4
000000259113,26
000000259115,3
000000259120,4
000000259136,3
000000259146,3
000000259137,26
000000259150,22
000000259149,5
000000259153,19
000000259170,26
000000259172,3
000000259186,5
000000259198,21
000000259192,7
000000259189,3
000000259187,3
000000259216,4
000000259188,13
000000259232,3
000000259217,25
000000259228,3
000000259233,4
000000259248,3
000000259240,3
000000259235,9
000000259242,4
000000259243,3
000000259249,23
000000259253,3
000000259265,7
000000259277,3
000000259284,25
000000259286,5
000000259288,24
000000259296,11
000000259309,3
000000259297,3
000000259312,14
000000259316,3
000000259336,11
000000259335,3
000000259337,3
000000259338,3
000000259342,25
000000259345,21
000000259348,3
000000259346,3
000000259349,5
000000259354,26
000000259359,5
000000259360,26
000000259371,4
000000259391,19
000000259366,9
000000259374,4
000000259375,13
000000259394,3
000000259393,3
000000259398,5
000000259408,25
000000259417,5
000000259414,3
000000259419,3
000000259420,3
000000259426,3
000000259422,24
000000259421,5
000000259434,26
000000259431,20
000000259443,3
000000259446,3
000000259439,3
000000259452,3
000000259464,23
000000259477,25
000000259458,4
000000259467,26
000000259465,3
000000259475,26
000000259489,3
000000259484,8
000000259498,9
000000259491,26
000000259513,26
000000259497,3
000000259514,20
000000259519,3
000000259527,3
000000259526,3
000000259535,3
000000259542,4
000000259555,6
000000259553,3
000000259551,3
000000259556,3
000000259557,22
000000259543,3
000000259565,7
000000259567,4
000000259572,4
000000259585,4
000000259576,3
000000259591,3
000000259594,4
000000259595,25
000000259614,8
000000259610,24
000000259629,3
000000259616,3
000000259638,5
000000259652,4
000000259658,22
000000259655,5
000000259665,4
000000259666,3
000000259683,25
000000259676,3
000000259712,20
000000259677,20
000000259703,26
000000259687,6
000000259715,3
000000259717,24
000000259719,3
000000259733,3
000000259721,9
000000259728,3
000000259745,6
000000259743,26
000000259753,19
000000259755,15
000000259776,20
000000259758,3
000000259766,6
000000259761,13
000000259760,3
000000259790,3
000000259793,8
000000259798,3
000000259800,11
000000259809,6
000000259811,8
000000259817,6
000000259819,3
000000259814,3
000000259833,3
000000259824,6
000000259879,4
000000259877,3
000000259858,3
000000259853,25
000000259884,17
000000259886,4
000000259924,7
000000259906,24
000000259910,3
000000259913,3
000000259945,4
000000259951,3
000000259959,4
000000259952,26
000000259976,25
000000259964,9
000000259983,4
000000259960,20
000000260006,4
000000259988,3
000000259986,5
000000260011,5
000000260010,9
000000260020,3
000000260024,3
000000260025,3
000000260035,4
000000260029,3
000000260034,5
000000260039,4
000000260033,4
000000260036,6
000000260048,3
000000260040,18
000000260050,4
000000260094,3
000000260099,3
000000260056,4
000000260059,3
000000260101,3
000000260088,3
000000260097,11
000000260107,4
000000260109,24
000000260110,5
000000260117,20
000000260111,3
000000260116,23
000000260118,19
000000260123,3
000000260135,26
000000260126,4
000000260129,19
000000260134,3
000000260138,26
000000260141,17
000000260139,3
000000260145,4
000000260150,3
000000260167,3
000000260166,3
000000260172,3
000000260175,16
000000260181,3
000000260182,3
000000260195,7
000000260190,3
000000260199,3
000000260206,17
000000260223,24
000000260221,4
000000260230,3
000000260241,3
000000260238,3
000000260232,26
000000260247,4
000000260257,3
000000260264,3
000000260248,16
000000260285,10
000000260275,3
000000260293,10
000000260276,4
000000260299,3
000000260292,3
000000260310,18
000000260305,21
000000260307,3
000000260320,5
000000260317,12
000000260311,17
000000260321,7
000000260330,4
000000260336,6
000000260345,3
000000260347,5
000000260354,8
000000260359,23
000000260360,3
000000260363,3
000000260370,4
000000260373,3
000000260382,3
000000260381,8
000000260393,3
000000260395,3
000000260398,8
000000260399,4
000000260400,3
000000260407,14
000000260415,3
000000260409,3
000000260418,3
000000260430,6
000000260435,26
000000260440,15
000000260433,4
000000260443,3
000000260439,24
000000260448,26
000000260447,3
000000260445,18
000000260453,14
000000260456,5
000000260465,3
000000260464,3
000000260478,19
000000260484,26
000000260482,5
000000260481,21
000000260486,15
000000260491,5
000000260500,3
000000260501,25
000000260512,6
000000260503,3
000000260513,3
000000260510,9
000000260519,25
000000260545,26
000000260547,4
000000260525,13
000000260516,10
000000260566,6
000000260564,3
000000260580,18
000000260576,12
000000260603,3
000000260586,4
000000260595,5
000000260581,3
000000260604,3
000000260608,3
000000260630,26
000000260618,24
000000260627,3
000000260634,3
000000260635,3
000000260637,10
000000260639,3
000000260654,16
000000260651,3
000000260656,4
000000260655,23
000000260664,24
000000260668,23
000000260677,3
000000260685,25
000000260696,3
000000260679,24
000000260686,3
000000260695,3
000000260699,3
000000260702,8
000000260713,4
000000260721,3
000000260715,24
000000260716,3
000000260729,3
000000260720,25
000000260738,26
000000260733,3
000000260740,3
000000260741,6
000000260765,26
000000260748,3
000000260772,20
000000260791,20
000000260774,3
000000260794,24
000000260800,3
000000260818,3
000000260802,3
000000260808,3
000000260826,3
000000260823,3
000000260817,4
000000260827,8
000000260829,5
000000260838,3
000000260844,4
000000260857,3
000000260871,3
000000260852,25
000000260882,9
000000260883,4
000000260888,25
000000260893,12
000000260910,3
000000260899,3
000000260906,3
000000260896,3
000000260901,25
000000260922,3
000000260929,8
000000260917,8
000000260927,4
000000260942,3
000000260932,16
000000260951,5
000000260953,4
000000260957,6
000000260955,3
000000260962,12
000000260967,3
000000260966,5
000000260969,12
000000260970,4
000000260977,19
000000260990,3
000000260974,3
000000260973,5
000000260978,4
000000260982,3
000000260994,15
000000260991,3
000000261003,3
000000261026,3
000000261022,24
000000261051,24
000000261043,5
000000261050,6
000000261060,3
000000261062,26
000000261068,25
000000261064,4
000000261066,4
000000261069,3
000000261071,4
000000261072,3
000000261073,3
000000261077,3
000000261096,5
000000261082,5
000000261085,21
000000261118,3
000000261129,4
000000261144,3
000000261115,6
000000261172,9
000000261151,23
000000261139,3
000000261155,3
000000261175,26
000000261180,9
000000261178,3
000000261185,9
000000261182,24
000000261186,3
000000261189,5
000000261196,25
000000261235,26
000000261225,3
000000261205,7
000000261202,24
000000261207,3
000000261251,3
000000261239,3
000000261236,3
000000261240,8
000000261256,3
000000261266,18
000000261272,3
000000261273,3
000000261271,5
000000261280,24
000000261281,3
000000261292,6
000000261283,7
000000261305,8
000000261315,3
000000261316,3
000000261323,6
000000261298,26
000000261333,11
000000261326,26
000000261342,23
000000261346,3
000000261349,4
000000261344,25
000000261363,3
000000261360,6
000000261364,9
000000261381,22
000000261387,18
000000261388,4
000000261432,3
000000261389,3
000000261414,4
000000261431,4
000000261426,3
000000261439,26
000000261448,3
000000261453,6
000000261458,4
000000261471,9
000000261477,3
000000261461,3
000000261479,9
000000261487,26
000000261481,25
000000261485,20
000000261504,7
000000261514,25
000000261503,19
000000261511,3
000000261500,8
000000261496,3
000000261520,20
000000261521,26
000000261541,9
000000261532,6
000000261560,3
000000261558,3
000000261569,3
000000261575,16
000000261563,3
000000261576,17
000000261579,3
000000261585,3
000000261596,3
000000261603,3
000000261587,13
000000261597,3
000000261605,26
000000261630,3
000000261617,3
000000261633,25
000000261664,3
000000261637,6
000000261645,23
000000261648,17
000000261665,3
000000261670,8
000000261669,3
000000261688,3
000000261673,9
000000261679,5
000000261702,14
000000261696,23
000000261720,25
000000261742,3
000000261710,3
000000261705,3
000000261721,4
000000261707,25
000000261729,4
000000261744,3
000000261746,3
000000261750,5
000000261774,4
000000261757,3
000000261758,3
000000261759,3
000000261765,4
000000261761,24
000000261780,3
000000261777,3
000000261779,25
000000261783,3
000000261785,26
000000261787,24
000000261788,4
000000261789,3
000000261790,17
000000261793,26
000000261805,3
000000261800,12
000000261824,19
000000261829,4
000000261856,4
000000261843,4
000000261858,3
000000261870,3
000000261863,25
000000261876,7
000000261879,14
000000261871,25
000000261887,3
000000261885,3
000000261893,14
000000261945,18
000000261902,3
000000261906,4
000000261931,3
000000261918,3
000000261940,3
000000261942,3
000000261948,9
000000261955,4
000000261981,3
000000261984,3
000000261956,12
000000261990,25
000000261977,4
000000261999,3
000000262003,6
000000262009,25
000000262006,4
000000262013,4
000000262012,3
000000262014,9
000000262001,25
000000262016,3
000000262059,5
000000262030,4
000000262065,5
000000262041,26
000000262049,4
000000262054,3
000000262031,5
000000262092,3
000000262086,3
000000262093,23
000000262099,25
000000262095,21
000000262103,17
000000262101,10
000000262098,3
000000262113,3
000000262119,4
000000262136,4
000000262116,3
000000262118,3
000000262124,20
000000262145,23
000000262146,3
000000262148,9
000000262159,3
000000262161,26
000000262162,3
000000262171,3
000000262172,5
000000262175,3
000000262180,22
000000262191,6
000000262184,3
000000262187,21
000000262189,12
000000262197,3
000000262201,26
000000262204,4
000000262200,26
000000262207,8
000000262213,6
000000262221,26
000000262242,3
000000262229,16
000000262228,25
000000262238,4
000000262235,4
000000262239,18
000000262260,3
000000262261,26
000000262273,12
000000262262,4
000000262274,3
000000262283,4
000000262285,3
000000262275,3
000000262284,8
000000262286,3
000000262299,3
000000262308,22
000000262307,3
000000262336,26
000000262323,16
000000262325,26
000000262329,25
000000262335,3
000000262334,3
000000262347,3
000000262359,4
000000262353,25
000000262369,4
000000262386,3
000000262376,3
000000262371,4
000000262360,20
000000262389,3
000000262391,5
000000262393,3
000000262394,26
000000262396,3
000000262404,8
000000262407,3
000000262399,26
000000262413,21
000000262446,6
000000262414,3
000000262415,3
000000262418,3
000000262425,25
000000262450,3
000000262442,4
000000262454,3
000000262460,6
000000262463,3
000000262465,3
000000262466,3
000000262471,3
000000262477,3
000000262476,26
000000262492,21
000000262505,3
000000262495,26
000000262508,4
000000262514,21
000000262519,11
000000262509,6
000000262528,4
000000262522,11
000000262521,26
000000262529,23
000000262531,26
000000262545,3
000000262544,3
000000262541,24
000000262552,26
000000262549,3
000000262538,25
000000262550,14
000000262554,3
000000262561,4
000000262565,26
000000262576,3
000000262579,4
000000262588,3
000000262594,4
000000262599,26
000000262603,24
000000262605,7
000000262609,12
000000262608,3
000000262617,7
000000262619,3
000000262623,3
000000262642,21
000000262626,3
000000262651,3
000000262670,8
000000262673,20
000000262662,15
000000262658,5
000000262672,8
000000262654,26
000000262677,19
000000262683,4
000000262686,23
000000262692,7
000000262703,4
000000262690,3
000000262691,3
000000262688,3
000000262704,9
000000262718,13
000000262707,3
000000262715,23
000000262705,4
000000262710,17
000000262724,17
000000262727,12
000000262738,26
000000262736,3
000000262746,3
000000262752,3
000000262747,9
000000262748,4
000000262756,26
000000262758,25
000000262770,25
000000262777,24
000000262845,4
000000262810,13
000000262800,4
000000262861,15
000000262786,3
000000262819,3
000000262851,4
000000262848,3
000000262862,26
000000262869,4
000000262873,20
000000262884,3
000000262897,7
000000262893,4
000000262896,26
000000262900,3
000000262901,3
000000262909,4
000000262917,5
000000262925,3
000000262932,3
000000262952,11
000000262935,8
000000262933,4
000000262937,3
000000262951,3
000000262940,3
000000262965,6
000000262954,9
000000262956,8
000000262962,3
000000262976,3
000000262967,3
000000262980,3
000000262984,26
000000262979,26
000000262985,25
000000262987,23
000000262986,24
000000262993,8
000000262991,3
000000263002,19
000000262997,3
000000263006,3
000000263008,26
000000263011,3
000000263028,3
000000263031,3
000000263039,3
000000263014,7
000000263036,3
000000263041,3
000000263042,3
000000263043,3
000000263047,3
000000263073,4
000000263083,3
000000263084,4
000000263052,4
000000263098,26
000000263094,3
000000263101,3
000000263104,14
000000263120,6
000000263111,3
000000263112,26
000000263135,25
000000263136,3
000000263138,3
000000263146,19
000000263147,3
000000263177,10
000000263176,3
000000263189,3
000000263163,3
000000263192,3
000000263178,5
000000263196,3
000000263204,3
000000263202,7
000000263212,3
000000263208,21
000000263211,3
000000263229,24
000000263223,3
000000263246,3
000000263251,4
000000263231,26
000000263258,18
000000263261,5
000000263265,4
000000263264,4
000000263271,3
000000263270,3
000000263268,7
000000263275,3
000000263274,5
000000263281,3
000000263288,3
000000263276,3
000000263278,3
000000263294,15
000000263292,4
000000263302,3
000000263311,24
000000263320,3
000000263323,3
000000263327,3
000000263328,3
000000263333,5
000000263346,3
000000263355,24
000000263351,19
000000263362,3
000000263358,3
000000263359,12
000000263377,3
000000263381,3
000000263383,13
000000263382,3
000000263385,3
000000263393,4
000000263388,5
000000263400,3
000000263406,3
000000263405,6
000000263418,25
000000263407,14
000000263412,3
000000263420,8
000000263428,19
000000263440,11
000000263434,3
000000263450,26
000000263446,25
000000263456,7
000000263453,9
000000263458,3
000000263454,3
000000263467,3
000000263478,5
000000263462,25
000000263477,3
000000263479,4
000000263482,24
000000263493,6
000000263503,3
000000263504,5
000000263505,3
000000263515,3
000000263512,4
000000263516,3
000000263526,3
000000263520,3
000000263574,3
000000263588,3
000000263576,12
000000263586,3
000000263589,5
000000263599,3
000000263582,7
000000263600,5
000000263609,12
000000263603,23
000000263604,13
000000263612,7
000000263613,3
000000263618,3
000000263620,3
000000263647,4
000000263623,3
000000263650,4
000000263639,13
000000263651,3
000000263664,3
000000263699,4
000000263687,4
000000263668,5
000000263696,13
000000263677,17
000000263685,21
000000263700,7
000000263703,3
000000263724,3
000000263714,13
000000263710,26
000000263723,26
000000263734,19
000000263727,15
000000263735,8
000000263744,9
000000263758,7
000000263767,3
000000263759,3
000000263762,14
000000263760,3
000000263764,3
000000263769,4
000000263770,3
000000263823,3
000000263779,3
000000263780,3
000000263784,24
000000263783,19
000000263810,3
000000263793,3
000000263826,3
000000263828,22
000000263834,3
000000263845,4
000000263858,6
000000263873,3
000000263866,3
000000263859,5
000000263876,4
000000263875,5
000000263883,3
000000263881,3
000000263878,20
000000263884,3
000000263896,12
000000263901,12
000000263913,3
000000263961,3
000000263924,26
000000263968,3
000000263957,26
000000263929,3
000000263973,11
000000263970,3
000000263993,3
000000263974,26
000000263989,4
000000263995,26
000000264016,3
000000264013,15
000000264005,3
000000264017,6
000000264018,6
000000264032,17
000000264019,23
000000264020,8
000000264033,26
000000264044,6
000000264043,4
000000264058,3
000000264076,3
000000264079,5
000000264091,6
000000264085,13
000000264092,3
000000264098,3
000000264110,16
000000264124,22
000000264121,3
000000264127,3
000000264161,3
000000264151,3
000000264128,3
000000264155,3
000000264165,4
000000264158,4
000000264169,6
000000264170,3
000000264183,3
000000264180,16
000000264191,6
000000264179,3
